Severity level,Food name,Description,Management,Mechanism,References,drug_id
2,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of orally administered drugs that are substrates of the CYP450 3A4 isoenzyme.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  Because grapefruit juice inhibits primarily intestinal rather than hepatic CYP450 3A4, the magnitude of interaction is greatest for those drugs that undergo significant presystemic metabolism by CYP450 3A4 (i.e., drugs with low oral bioavailability).  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.  Certain preparations of grapefruit juice (e.g., high dose, double strength) have sometimes demonstrated potent inhibition of CYP450 3A4, while other preparations (e.g., low dose, single strength) have typically demonstrated moderate inhibition.",Patients who regularly consume grapefruit or grapefruit juice should be monitored for adverse effects and altered plasma concentrations of drugs that undergo significant presystemic metabolism by CYP4...More,Metabolism,,DDInter2055
2,grapefruit juice,"Coadministration with grapefruit juice may increase the plasma concentrations of ibrexafungerp.  The mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.","Ibrexafungerp may be administered with or without food.  However, avoiding consumption of grapefruit or grapefruit juice during treatment with ibrexafungerp may be advisable.",Metabolism,,DDInter2056
No matching records,,,,,,DDInter2057
No matching records,,,,,,DDInter2058
2,food,"Concomitant use of some food may reduce the bioavailability of orally administered iron, and vice versa.","Ideally, iron products should be taken on an empty stomach (i.e., at least 1 hour before or 2 hours after meals), but if this is not possible, administer with meals and monitor the patient more closel...More",Absorption,,DDInter2059
No matching records,,,,,,DDInter2060
No matching records,,,,,,DDInter2061
No matching records,,,,,,DDInter2062
No matching records,,,,,,DDInter2063
3,Tyrosine-rich foods,"Foods that contain large amounts of tyramine may precipitate a hypertensive crisis in patients treated with monoamine oxidase inhibitors (MAOIs).  The mechanism is inhibition of MAO-A, the enzyme responsible for metabolizing exogenous amines such as tyramine in the gut and preventing them from being absorbed intact.  Once absorbed, tyramine is metabolized to octopamine, a substance that is believed to displace norepinephrine from storage granules.","In general, patients treated with MAOIs or other agents that possess MAOI activity (e.g., furazolidone, linezolid, procarbazine) should avoid consumption of products that contain large amounts of amin...More",Synergy,,DDInter2064
No matching records,,,,,,DDInter2065
2,alcohol,"Many psychotherapeutic and CNS-active agents (e.g., anxiolytics, sedatives, hypnotics, antidepressants, antipsychotics, opioids, alcohol, muscle relaxants) exhibit hypotensive effects, especially during initiation of therapy and dose escalation.  Coadministration with antihypertensives and other hypotensive agents, in particular vasodilators and alpha-blockers, may result in additive effects on blood pressure and orthostasis.",Caution and close monitoring for development of hypotension is advised during coadministration of these agents.  Some authorities recommend avoiding alcohol in patients receiving vasodilating antihype...More,Synergy,,DDInter2066
No matching records,,,,,,DDInter2067
No matching records,,,,,,DDInter2068
No matching records,,,,,,DDInter2069
2,alcohol,The concurrent use of aspirin or nonsteroidal anti-inflammatory drugs (NSAIDs) and ethanol may lead to gastrointestinal (GI) blood loss.  The mechanism may be due to a combined local effect as well as inhibition of prostaglandins leading to decreased integrity of the GI lining.,Patients should be counseled on this potential interaction and advised to refrain from alcohol consumption while taking aspirin or NSAIDs.,Synergy,,DDInter2070
2,food,"Since sublingual preparations of pollen allergen extracts are meant to be absorbed directly from tissues under the tongue into the blood stream, consuming food or beverage during or immediately after administration may reduce the systemic bioavailability of the medication.","Food or beverage should not be taken with, or for at least 5 minutes after, the administration of sublingual allergen extracts.  Patients should also avoid swallowing for about 1 minute following plac...More",Absorption,,DDInter2071
No matching records,,,,,,DDInter2072
No matching records,,,,,,DDInter2073
No matching records,,,,,,DDInter2074
No matching records,,,,,,DDInter2075
No matching records,,,,,,DDInter2076
No matching records,,,,,,DDInter2077
No matching records,,,,,,DDInter2078
No matching records,,,,,,DDInter2079
No matching records,,,,,,DDInter2080
No matching records,,,,,,DDInter2081
No matching records,,,,,,DDInter2082
No matching records,,,,,,DDInter2083
No matching records,,,,,,DDInter2084
No matching records,,,,,,DDInter2085
No matching records,,,,,,DDInter2086
No matching records,,,,,,DDInter2088
3,grapefruit juice,Coadministration with grapefruit juice may increase the plasma concentrations of voclosporin.  The mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruits.,Patients receiving voclosporin therapy should be advised to avoid consumption of grapefruit or grapefruit juice.  Voclosporin therapy should be administered at least 1 hour before or 2 hours after mea...More,Metabolism,,DDInter2089
No matching records,,,,,,DDInter2090
No matching records,,,,,,DDInter2091
No matching records,,,,,,DDInter2092
No matching records,,,,,,DDInter2093
No matching records,,,,,,DDInter2094
No matching records,,,,,,DDInter2095
No matching records,,,,,,DDInter2096
No matching records,,,,,,DDInter2097
No matching records,,,,,,DDInter2098
No matching records,,,,,,DDInter2099
No matching records,,,,,,DDInter2100
No matching records,,,,,,DDInter2101
2,alcohol,Smoking and alcohol consumption during therapy with daprodustat may increase the risk of gastric or esophageal erosions.,Caution is advised if daprodustat is prescribed to current tobacco smokers or alcohol drinkers.  Patients should be advised to contact their physician if they develop potential signs and symptoms of g...More,Synergy,,DDInter2102
2,cigarette,Smoking and alcohol consumption during therapy with daprodustat may increase the risk of gastric or esophageal erosions.,Caution is advised if daprodustat is prescribed to current tobacco smokers or alcohol drinkers.  Patients should be advised to contact their physician if they develop potential signs and symptoms of g...More,Synergy,,DDInter2102
No matching records,,,,,,DDInter2103
No matching records,,,,,,DDInter2104
No matching records,,,,,,DDInter2105
No matching records,,,,,,DDInter2106
No matching records,,,,,,DDInter2107
3,grapefruit juice,"Grapefruit juice may increase the plasma concentrations of futibatinib.  The proposed mechanism is inhibition of CYP450 3A4-mediated first-pass metabolism in the gut wall by certain compounds present in grapefruit.  In general, the effect of grapefruit juice is concentration-, dose- and preparation-dependent, and can vary widely among brands.",Patients should be advised to avoid consumption of grapefruit or grapefruit juice during treatment with futibatinib.,Metabolism,,DDInter2108
