Severity level,Disease name,Text,References,drug_id
2,Kidney Diseases,Approximately 60% of tolcapone is eliminated by the kidney and < 0.5% is excreted unchanged in the urine.  Dosage modification is not indicated for patients with mild to moderate renal impairment.  Th...More,,DDInter1829
3,Hypokalemia,The use of sodium polystyrene sulfonate is contraindicated in patients with hypokalemia.  Serious potassium deficiency can occur from therapy with sodium polystyrene sulfonate.  Sodium polystyrene sul...More,,DDInter1830
3,Ileus,"The use of sodium polystyrene sulfonate is contraindicated in patients with obstructive bowel disease.  Cases of intestinal necrosis, which may be fatal, and other serious gastrointestinal adverse eve...More",,DDInter1830
3,Edema,The use of sodium polystyrene sulfonate is associated with an elevation in sodium.  Therapy with sodium polystyrene sulfonate should be administered cautiously in patients with conditions that might b...More,,DDInter1830
3,Asthma,"Nonsteroidal anti-inflammatory drugs (NSAIDs) are contraindicated in patients with history of asthma, urticaria, or other allergic-type reactions after taking aspirin or other NSAIDs; severe, sometime...More",,DDInter1831
3,Water-Electrolyte Imbalance,Fluid retention and edema have been reported in association with the use of nonsteroidal anti-inflammatory drugs (NSAIDs).  Therapy with NSAIDs should be administered cautiously in patients with preex...More,,DDInter1831
3,Peptic Ulcer,"Nonsteroidal anti-inflammatory drugs (NSAIDs) can cause serious gastrointestinal (GI) adverse events including inflammation, bleeding, ulceration, and perforation of the esophagus, stomach, small inte...More",,DDInter1831
3,Exanthema,"Nonsteroidal anti-inflammatory drugs (NSAIDs) can cause serious skin adverse reactions (e.g., Stevens-Johnson syndrome, toxic epidermal necrolysis, and exfoliative dermatitis), which can be fatal.  Th...More",,DDInter1831
3,Kidney Diseases,Long-term use of nonsteroidal anti-inflammatory drugs (NSAIDs) has resulted in renal papillary necrosis and other renal injury.  Renal toxicity has been seen in patients in whom renal prostaglandins h...More,,DDInter1831
3,Thrombosis,"Nonsteroidal anti-inflammatory drugs (NSAIDs) cause an increased risk of serious cardiovascular thrombotic events, including myocardial infarction and stroke, which can be fatal.  This risk may occur ...More",,DDInter1831
2,Anemia,"Anemia has been reported in patients treated with nonsteroidal anti-inflammatory drugs (NSAIDs).  This may be due to fluid retention, occult/gross blood loss, or an incompletely described effect on er...More",,DDInter1831
2,Heart Failure,"Fluid retention and edema have been observed in patients treated with nonsteroidal anti-inflammatory drugs (NSAIDs), including some topical formulations.  These drugs should be avoided in patients wit...More",,DDInter1831
2,Liver Diseases,"Borderline elevations of 1 or more liver tests may occur in up to 15% of patients treated with nonsteroidal anti-inflammatory drugs (NSAIDs).  These laboratory abnormalities may progress, remain uncha...More",,DDInter1831
2,Hyperkalemia,"Increases in serum potassium concentration (including hyperkalemia) have been reported with use of nonsteroidal anti-inflammatory drugs (NSAIDs), even in some patients without renal impairment.  In pa...More",,DDInter1831
3,"Glaucoma, Angle-Closure",The use of tolterodine is contraindicated in patients with uncontrolled angle-closure (narrow angle) glaucoma.  Tolterodine exerts anticholinergic activity and can result in increased intraocular pres...More,,DDInter1832
3,Intestinal Obstruction,"The use of tolterodine is contraindicated in patients with GI obstruction, ileus, or obstructive uropathy.  Tolterodine exerts anticholinergic activity by competitive antagonism of muscarinic receptor...More",,DDInter1832
2,Central Nervous System Diseases,"Tolterodine is associated with anticholinergic central nervous system (CNS) effects.  If a patient experiences anticholinergic CNS effects, dose reduction or drug discontinuation should be considered....More",,DDInter1832
2,Liver Diseases,"Tolterodine undergoes biotransformation in the liver of extensive metabolizers to an active metabolite.  Poor metabolizers have a greater concentration of active parent and less active metabolite, how...More",,DDInter1832
2,Myasthenia Gravis,"Tolterodine acts as a competitive antagonist of acetylcholine at postganglionic muscarinic receptors.  Caution is recommended when using this agent in patients with myasthenia gravis, a disease charac...More",,DDInter1832
2,Long QT Syndrome,Tolterodine has been associated with QT prolongation.  The effect on QT interval correlates with plasma concentration of tolterodine.  Caution is recommended when prescribing this agent to patients wi...More,,DDInter1832
2,Kidney Diseases,"The renal elimination of tolterodine and active metabolite is limited and a prolonged half-life is not anticipated in patients with renal impairment.  However, the pharmacokinetic disposition of tolte...More",,DDInter1832
3,Liver Failure,"Tolvaptan can cause serious and potentially fatal liver injury.  Patients with symptoms that indicate liver injury such as fatigue, anorexia, right upper abdominal pain, dark urine or jaundice should ...More",,DDInter1833
3,Kidney Diseases,"There are no clinical trials of tolvaptan in patients with CrCl < 10 mL/min, and because drug effects on serum sodium levels are likely lost at very low levels of renal function, use in these patients...More",,DDInter1833
2,Liver Diseases,"Osmotic demyelination syndrome is a risk associated with overly rapid correction of hyponatremia (> 12 mEq/L/24 hours).  This syndrome can result in dysarthria, mutism, dysphagia, lethargy, affective ...More",,DDInter1833
3,Bone Marrow Failure Disorders,"The use of carbonic anhydrase inhibitors may rarely cause bone marrow suppression and blood dyscrasias at recommended dosages.  Aplastic anemia, thrombocytopenia or thrombocytopenia purpura, leukopeni...More",,DDInter1834
3,Hyperthermia,Oligohidrosis (decreased sweating) and hyperthermia have been reported in association with the use of some carbonic anhydrase inhibitor anticonvulsants such as topiramate and zonisamide.  Most of the ...More,,DDInter1834
3,Liver Failure,The use of carbonic anhydrase inhibitors is contraindicated in patients with marked liver disease or cirrhosis.  Carbonic anhydrase inhibitors increase the risk of developing hepatic encephalopathy in...More,,DDInter1834
2,Depressive Disorder,Antiepileptic drugs (AEDs) have been associated with an increased risk of suicidal thoughts or behavior in patients taking these drugs for any indication.  Pooled analyses of 199 placebo-controlled cl...More,,DDInter1834
2,Kidney Diseases,The major route of elimination of carbonic anhydrase inhibitors is through the kidney.  These drugs should be administered cautiously in patients with reduced renal function and a dose adjustment migh...More,,DDInter1834
2,Acidosis,"Reduced plasma bicarbonate levels and, in some instances, elevated plasma chloride levels may result in metabolic acidosis during long-term therapy with carbonic anhydrase inhibitors.  Therapy with ca...More",,DDInter1834
2,"Glaucoma, Angle-Closure",A syndrome consisting of acute myopia associated with secondary angle closure glaucoma has been reported in patients receiving topiramate.  Symptoms include acute onset of visual acuity and/or ocular ...More,,DDInter1834
2,Diseases requiring hemodialysis,Topiramate is cleared by hemodialysis at a rate that is 4 to 6 times greater than that in a normal individual.  A prolonged period of dialysis may cause plasma topiramate level to fall below that requ...More,,DDInter1834
2,Nephrolithiasis,"The use of topiramate may infrequently be associated with the development of kidney stones.  The reported incidence was 1.5% (32 of 2,086 patients) during premarketing use, which is about 2 to 4 times...More",,DDInter1834
3,Infections,"Because of their cytotoxic effects on rapidly proliferating tissues, antineoplastic agents frequently can, to varying extent, induce myelosuppression.  The use of these drugs may be contraindicated in...More",,DDInter1835
3,Hemorrhagic Disorders,"Topotecan induces myelosuppression.  Severe thrombocytopenia (< 25,000/mm3) has been reported during topotecan therapy.  Patients should be instructed to immediately report any signs or symptoms sugge...More",,DDInter1835
3,Bone Marrow Failure Disorders,"Topotecan induces myelosuppression.  Severe neutropenia (< 500/mm3), severe thrombocytopenia (< 25,000/mm3), and severe anemia (< 8 g/dl) have been reported frequently.  Patients should be instructed ...More",,DDInter1835
3,Kidney Diseases,Topotecan is partially eliminated by the kidney.  Approximately 30% of topotecan is excreted in the urine.  Plasma clearance of topotecan was reduced 33% in patients with mild renal impairment (creati...More,,DDInter1835
2,Diarrhea,Topotecan capsules can cause severe and life-threatening diarrhea that may require hospitalization.  It is recommended to withhold treatment for severe diarrhea.  Manage diarrhea caused by topotecan a...More,,DDInter1835
2,"Lung Diseases, Interstitial","Fatal cases of interstitial lung disease (ILD) have occurred with the use of topotecan.  Risk factors include a history of ILD, pulmonary fibrosis, lung cancer, thoracic radiation, and use of pneumoto...More",,DDInter1835
